State-Code,Name,TRU,Education-Level,Tot-P,Tot-M,Tot-F,Persons-exactly-1,Males-exactly-1,Females-exactly-1,Persons-exactly-2,Males-exactly-2,Females-exactly-2,Persons-atleast-3,Males-atleast-3,Females-atleast-3
18,ASSAM,Urban,Literate but below primary,491429,249971,241458,256268,121965,134303,164603,86948,77655,70558,41058,29500
18,ASSAM,Urban,Primary but below middle,595519,312201,283318,234829,112331,122498,219605,117073,102532,141085,82797,58288
18,ASSAM,Urban,Middle but below matric/secondary,712960,363007,349953,225178,100164,125014,259737,135359,124378,228045,127484,100561
18,ASSAM,Urban,Matric/Secondary but below graduate,1051831,568514,483317,219754,101618,118136,340643,184494,156149,491434,282402,209032
18,ASSAM,Urban,Graduate and above,504105,298467,205638,50981,25628,25353,99467,57401,42066,353657,215438,138219
19,WEST BENGAL,Rural,Total,62183113,31844945,30338168,55214526,27746724,27467802,6304512,3650345,2654167,664075,447876,216199
19,WEST BENGAL,Rural,Illiterate,22969334,9996748,12972586,21254113,9266228,11987885,1653431,698417,955014,61790,32103,29687
19,WEST BENGAL,Rural,Literate,39213779,21848197,17365582,33960413,18480496,15479917,4651081,2951928,1699153,602285,415773,186512
19,WEST BENGAL,Rural,Literate but below primary,11970137,6421511,5548626,10933177,5802577,5130600,990339,588533,401806,46621,30401,16220
19,WEST BENGAL,Rural,Primary but below middle,10626781,5687905,4938876,9598862,5063182,4535680,963870,583934,379936,64049,40789,23260
19,WEST BENGAL,Rural,Middle but below matric/secondary,8167485,4449851,3717634,7083415,3772205,3311210,978317,610077,368240,105753,67569,38184
19,WEST BENGAL,Rural,Matric/Secondary but below graduate,5704125,3516531,2187594,4342588,2609789,1732799,1141827,754663,387164,219710,152079,67631
19,WEST BENGAL,Rural,Graduate and above,1402776,1042854,359922,822825,607045,215780,429604,322076,107528,150347,113733,36614
19,WEST BENGAL,Total,Total,91276115,46809027,44467088,76250267,38026689,38223578,12144843,6992983,5151860,2881005,1789355,1091650
19,WEST BENGAL,Total,Illiterate,29737834,12990217,16747617,27384423,11967087,15417336,2230385,959839,1270546,123026,63291,59735
19,WEST BENGAL,Total,Literate,61538281,33818810,27719471,48865844,26059602,22806242,9914458,6033144,3881314,2757979,1726064,1031915
19,WEST BENGAL,Total,Literate but below primary,15902612,8437465,7465147,14277074,7484172,6792902,1515333,887106,628227,110205,66187,44018
19,WEST BENGAL,Total,Primary but below middle,14954591,7897027,7057564,13082910,6793073,6289837,1690398,997715,692683,181283,106239,75044
19,WEST BENGAL,Total,Middle but below matric/secondary,12474301,6684464,5789837,10303540,5371616,4931924,1871550,1134412,737138,299211,178436,120775
19,WEST BENGAL,Total,Matric/Secondary but below graduate,11189459,6540090,4649369,7467375,4233993,3233382,2807774,1731929,1075845,914310,574168,340142
19,WEST BENGAL,Total,Graduate and above,4827817,3088673,1739144,1936432,1243200,693232,1710070,1089962,620108,1181315,755511,425804
19,WEST BENGAL,Urban,Total,29093002,14964082,14128920,21035741,10279965,10755776,5840331,3342638,2497693,2216930,1341479,875451
19,WEST BENGAL,Urban,Illiterate,6768500,2993469,3775031,6130310,2700859,3429451,576954,261422,315532,61236,31188,30048
19,WEST BENGAL,Urban,Literate,22324502,11970613,10353889,14905431,7579106,7326325,5263377,3081216,2182161,2155694,1310291,845403
19,WEST BENGAL,Urban,Literate but below primary,3932475,2015954,1916521,3343897,1681595,1662302,524994,298573,226421,63584,35786,27798
19,WEST BENGAL,Urban,Primary but below middle,4327810,2209122,2118688,3484048,1729891,1754157,726528,413781,312747,117234,65450,51784
19,WEST BENGAL,Urban,Middle but below matric/secondary,4306816,2234613,2072203,3220125,1599411,1620714,893233,524335,368898,193458,110867,82591
19,WEST BENGAL,Urban,Matric/Secondary but below graduate,5485334,3023559,2461775,3124787,1624204,1500583,1665947,977266,688681,694600,422089,272511
19,WEST BENGAL,Urban,Graduate and above,3425041,2045819,1379222,1113607,636155,477452,1280466,767886,512580,1030968,641778,389190
20,JHARKHAND,Rural,Total,25055073,12776486,12278587,18066722,8938070,9128652,6056149,3251399,2804750,932202,587017,345185
20,JHARKHAND,Rural,Illiterate,12411995,5093755,7318240,10282942,4238313,6044629,1958283,773443,1184840,170770,81999,88771
20,JHARKHAND,Rural,Literate,12643078,7682731,4960347,7783780,4699757,3084023,4097866,2477956,1619910,761432,505018,256414
20,JHARKHAND,Rural,Literate but below primary,3446217,1851175,1595042,2263613,1207303,1056310,1086675,588689,497986,95929,55183,40746
20,JHARKHAND,Rural,Primary but below middle,3759149,2219230,1539919,2326705,1364538,962167,1253563,744319,509244,178881,110373,68508
20,JHARKHAND,Rural,Middle but below matric/secondary,2202517,1409430,793087,1297722,832855,464867,747355,473653,273702,157440,102922,54518
20,JHARKHAND,Rural,Matric/Secondary but below graduate,2204801,1514555,690246,1281498,889701,391797,693041,462789,230252,230262,162065,68197
20,JHARKHAND,Rural,Graduate and above,414891,321799,93092,222758,177661,45097,125439,92208,33231,66694,51930,14764
20,JHARKHAND,Total,Total,32988134,16930315,16057819,22987414,11456101,11531313,8407681,4508254,3899427,1593039,965960,627079
20,JHARKHAND,Total,Illiterate,14660065,6047796,8612269,12129614,5037027,7092587,2325095,914385,1410710,205356,96384,108972
20,JHARKHAND,Total,Literate,18328069,10882519,7445550,10857800,6419074,4438726,6082586,3593869,2488717,1387683,869576,518107
20,JHARKHAND,Total,Literate but below primary,4293415,2292684,2000731,2805909,1489004,1316905,1357203,730423,626780,130303,73257,57046
20,JHARKHAND,Total,Primary but below middle,4808604,2752242,2056362,2960116,1681922,1278194,1608466,927970,680496,240022,142350,97672
20,JHARKHAND,Total,Middle but below matric/secondary,3091107,1895039,1196068,1812623,1114361,698262,1050374,638997,411377,228110,141681,86429
20,JHARKHAND,Total,Matric/Secondary but below graduate,4021045,2579486,1441559,2214166,1443309,770857,1331361,830374,500987,475518,305803,169715
20,JHARKHAND,Total,Graduate and above,1328477,906174,422303,572531,410672,161859,489094,320477,168617,266852,175025,91827
20,JHARKHAND,Urban,Total,7933061,4153829,3779232,4920692,2518031,2402661,2351532,1256855,1094677,660837,378943,281894
20,JHARKHAND,Urban,Illiterate,2248070,954041,1294029,1846672,798714,1047958,366812,140942,225870,34586,14385,20201
20,JHARKHAND,Urban,Literate,5684991,3199788,2485203,3074020,1719317,1354703,1984720,1115913,868807,626251,364558,261693
20,JHARKHAND,Urban,Literate but below primary,847198,441509,405689,542296,281701,260595,270528,141734,128794,34374,18074,16300
20,JHARKHAND,Urban,Primary but below middle,1049455,533012,516443,633411,317384,316027,354903,183651,171252,61141,31977,29164
20,JHARKHAND,Urban,Middle but below matric/secondary,888590,485609,402981,514901,281506,233395,303019,165344,137675,70670,38759,31911
20,JHARKHAND,Urban,Matric/Secondary but below graduate,1816244,1064931,751313,932668,553608,379060,638320,367585,270735,245256,143738,101518
20,JHARKHAND,Urban,Graduate and above,913586,584375,329211,349773,233011,116762,363655,228269,135386,200158,123095,77063
21,ODISHA,Rural,Total,34970562,17586203,17384359,24939169,11845758,13093411,6670328,3637510,3032818,3361065,2102935,1258130
21,ODISHA,Rural,Illiterate,13592647,5431651,8160996,11645013,4629257,7015756,1759506,709167,1050339,188128,93227,94901
21,ODISHA,Rural,Literate,21377915,12154552,9223363,13294156,7216501,6077655,4910822,2928343,1982479,3172937,2009708,1163229
21,ODISHA,Rural,Literate but below primary,5154817,2761589,2393228,4204106,2222851,1981255,852754,479691,373063,97957,59047,38910
21,ODISHA,Rural,Primary but below middle,6574302,3588993,2985309,4765906,2539670,2226236,1435583,830749,604834,372813,218574,154239
21,ODISHA,Rural,Middle but below matric/secondary,4411216,2554590,1856626,2423492,1361835,1061657,1212222,729680,482542,775502,463075,312427
21,ODISHA,Rural,Matric/Secondary but below graduate,3608295,2230560,1377735,1213710,714757,498953,1050474,656028,394446,1344111,859775,484336
21,ODISHA,Rural,Graduate and above,899969,626900,273069,177253,116512,60741,212248,146203,66045,510468,364185,146283
21,ODISHA,Total,Total,41974218,21212136,20762082,28149194,13346538,14802656,8299746,4506387,3793359,5525278,3359211,2166067
21,ODISHA,Total,Illiterate,15231623,6122455,9109168,13010299,5207392,7802907,1977667,795477,1182190,243657,119586,124071
21,ODISHA,Total,Literate,26742595,15089681,11652914,15138895,8139146,6999749,6322079,3710910,2611169,5281621,3239625,2041996
21,ODISHA,Total,Literate but below primary,5886571,3126770,2759801,4698064,2462105,2235959,1022171,568561,453610,166336,96104,70232
21,ODISHA,Total,Primary but below middle,7714716,4157327,3557389,5393856,2839470,2554386,1771508,1007430,764078,549352,310427,238925
21,ODISHA,Total,Middle but below matric/secondary,5285243,3035765,2249478,2748904,1534632,1214272,1500571,893457,607114,1035768,607676,428092
21,ODISHA,Total,Matric/Secondary but below graduate,5178562,3122104,2056458,1478262,856401,621861,1483066,902170,580896,2217234,1363533,853701
21,ODISHA,Total,Graduate and above,1783797,1174184,609613,236071,151089,84982,357299,232572,124727,1190427,790523,399904
21,ODISHA,Urban,Total,7003656,3625933,3377723,3210025,1500780,1709245,1629418,868877,760541,2164213,1256276,907937
21,ODISHA,Urban,Illiterate,1638976,690804,948172,1365286,578135,787151,218161,86310,131851,55529,26359,29170
21,ODISHA,Urban,Literate,5364680,2935129,2429551,1844739,922645,922094,1411257,782567,628690,2108684,1229917,878767
21,ODISHA,Urban,Literate but below primary,731754,365181,366573,493958,239254,254704,169417,88870,80547,68379,37057,31322
21,ODISHA,Urban,Primary but below middle,1140414,568334,572080,627950,299800,328150,335925,176681,159244,176539,91853,84686
21,ODISHA,Urban,Middle but below matric/secondary,874027,481175,392852,325412,172797,152615,288349,163777,124572,260266,144601,115665
21,ODISHA,Urban,Matric/Secondary but below graduate,1570267,891544,678723,264552,141644,122908,432592,246142,186450,873123,503758,369365
21,ODISHA,Urban,Graduate and above,883828,547284,336544,58818,34577,24241,145051,86369,58682,679959,426338,253621
22,CHHATTISGARH,Rural,Total,19607961,9797426,9810535,17513150,8657472,8855678,1897368,1020433,876935,197443,119521,77922
22,CHHATTISGARH,Rural,Illiterate,8599005,3394414,5204591,7945969,3112666,4833303,600064,255179,344885,52972,26569,26403
22,CHHATTISGARH,Rural,Literate,11008956,6403012,4605944,9567181,5544806,4022375,1297304,765254,532050,144471,92952,51519
22,CHHATTISGARH,Rural,Literate but below primary,2983774,1642972,1340802,2607617,1431230,1176387,354232,198518,155714,21925,13224,8701
22,CHHATTISGARH,Rural,Primary but below middle,3271118,1790520,1480598,2839857,1542524,1297333,396382,226279,170103,34879,21717,13162
22,CHHATTISGARH,Rural,Middle but below matric/secondary,2443110,1421517,1021593,2129650,1233073,896577,280608,167657,112951,32852,20787,12065
22,CHHATTISGARH,Rural,Matric/Secondary but below graduate,1652897,1114762,538135,1433910,971200,462710,183759,119881,63878,35228,23681,11547
22,CHHATTISGARH,Rural,Graduate and above,336785,256863,79922,280556,217437,63119,41376,28947,12429,14853,10479,4374
22,CHHATTISGARH,Total,Total,25545198,12832895,12712303,22160975,11012274,11148701,2961654,1575471,1386183,422569,245150,177419
22,CHHATTISGARH,Total,Illiterate,10165276,4025002,6140274,9380994,3694797,5686197,724914,300700,424214,59368,29505,29863
22,CHHATTISGARH,Total,Literate,15379922,8807893,6572029,12779981,7317477,5462504,2236740,1274771,961969,363201,215645,147556
22,CHHATTISGARH,Total,Literate but below primary,3687369,2011523,1675846,3191815,1737237,1454578,465468,256787,208681,30086,17499,12587
22,CHHATTISGARH,Total,Primary but below middle,4192144,2267581,1924563,3588809,1931721,1657088,553711,306527,247184,49624,29333,20291
22,CHHATTISGARH,Total,Middle but below matric/secondary,3202404,1825488,1376916,2732835,1554251,1178584,418615,240722,177893,50954,30515,20439
22,CHHATTISGARH,Total,Matric/Secondary but below graduate,2856326,1815791,1040535,2262701,1461701,801000,480901,285779,195122,112724,68311,44413
22,CHHATTISGARH,Total,Graduate and above,1018853,659081,359772,650519,443448,207071,257123,150875,106248,111211,64758,46453
22,CHHATTISGARH,Urban,Total,5937237,3035469,2901768,4647825,2354802,2293023,1064286,555038,509248,225126,125629,99497
22,CHHATTISGARH,Urban,Illiterate,1566271,630588,935683,1435025,582131,852894,124850,45521,79329,6396,2936,3460
22,CHHATTISGARH,Urban,Literate,4370966,2404881,1966085,3212800,1772671,1440129,939436,509517,429919,218730,122693,96037
22,CHHATTISGARH,Urban,Literate but below primary,703595,368551,335044,584198,306007,278191,111236,58269,52967,8161,4275,3886
22,CHHATTISGARH,Urban,Primary but below middle,921026,477061,443965,748952,389197,359755,157329,80248,77081,14745,7616,7129
22,CHHATTISGARH,Urban,Middle but below matric/secondary,759294,403971,355323,603185,321178,282007,138007,73065,64942,18102,9728,8374
22,CHHATTISGARH,Urban,Matric/Secondary but below graduate,1203429,701029,502400,828791,490501,338290,297142,165898,131244,77496,44630,32866
22,CHHATTISGARH,Urban,Graduate and above,682068,402218,279850,369963,226011,143952,215747,121928,93819,96358,54279,42079
23,MADHYA PRADESH,Rural,Total,52557404,27149388,25408016,47228049,24155117,23072932,4766617,2627374,2139243,562738,366897,195841
23,MADHYA PRADESH,Rural,Illiterate,24275418,10094406,14181012,22632182,9376695,13255487,1607900,700279,907621,35336,17432,17904
23,MADHYA PRADESH,Rural,Literate,28281986,17054982,11227004,24595867,14778422,9817445,3158717,1927095,1231622,527402,349465,177937
23,MADHYA PRADESH,Rural,Literate but below primary,7479650,4119981,3359669,6625834,3642788,2983046,833832,465608,368224,19984,11585,8399
23,MADHYA PRADESH,Rural,Primary but below middle,8840409,5042491,3797918,7911536,4509956,3401580,847955,487037,360918,80918,45498,35420
23,MADHYA PRADESH,Rural,Middle but below matric/secondary,5854741,3683782,2170959,5130699,3237502,1893197,574053,353005,221048,149989,93275,56714
23,MADHYA PRADESH,Rural,Matric/Secondary but below graduate,3866093,2740477,1125616,3092203,2207798,884405,583885,399053,184832,190005,133626,56379
23,MADHYA PRADESH,Rural,Graduate and above,835601,640936,194665,557640,431479,126161,204107,152486,51621,73854,56971,16883
23,MADHYA PRADESH,Total,Total,72626809,37612306,35014503,62818127,32137607,30680520,8550729,4716569,3834160,1257953,758130,499823
23,MADHYA PRADESH,Total,Illiterate,29775640,12437978,17337662,27816150,11588496,16227654,1909228,824453,1084775,50262,25029,25233
23,MADHYA PRADESH,Total,Literate,42851169,25174328,17676841,35001977,20549111,14452866,6641501,3892116,2749385,1207691,733101,474590
23,MADHYA PRADESH,Total,Literate but below primary,9582214,5242949,4339265,8430116,4606002,3824114,1112583,615169,497414,39515,21778,17737
23,MADHYA PRADESH,Total,Primary but below middle,11878241,6640472,5237769,10449147,5844431,4604716,1301928,726799,575129,127166,69242,57924
23,MADHYA PRADESH,Total,Middle but below matric/secondary,8431000,5094579,3336421,7204296,4380899,2823397,1008222,584222,424000,218482,129458,89024
23,MADHYA PRADESH,Total,Matric/Secondary but below graduate,7744058,5009908,2734150,5617095,3700839,1916256,1694992,1036991,658001,431971,272078,159893
23,MADHYA PRADESH,Total,Graduate and above,3222802,2051127,1171675,1553063,1022433,530630,1309094,805947,503147,360645,222747,137898
23,MADHYA PRADESH,Urban,Total,20069405,10462918,9606487,15590078,7982490,7607588,3784112,2089195,1694917,695215,391233,303982
23,MADHYA PRADESH,Urban,Illiterate,5500222,2343572,3156650,5183968,2211801,2972167,301328,124174,177154,14926,7597,7329
23,MADHYA PRADESH,Urban,Literate,14569183,8119346,6449837,10406110,5770689,4635421,3482784,1965021,1517763,680289,383636,296653
23,MADHYA PRADESH,Urban,Literate but below primary,2102564,1122968,979596,1804282,963214,841068,278751,149561,129190,19531,10193,9338
23,MADHYA PRADESH,Urban,Primary but below middle,3037832,1597981,1439851,2537611,1334475,1203136,453973,239762,214211,46248,23744,22504
23,MADHYA PRADESH,Urban,Middle but below matric/secondary,2576259,1410797,1165462,2073597,1143397,930200,434169,231217,202952,68493,36183,32310
23,MADHYA PRADESH,Urban,Matric/Secondary but below graduate,3877965,2269431,1608534,2524892,1493041,1031851,1111107,637938,473169,241966,138452,103514
23,MADHYA PRADESH,Urban,Graduate and above,2387201,1410191,977010,995423,590954,404469,1104987,653461,451526,286791,165776,121015
24,GUJARAT,Rural,Total,34694609,17799159,16895450,23246269,10826569,12419700,8417052,5003643,3413409,3031288,1968947,1062341
24,GUJARAT,Rural,Illiterate,13273767,5331516,7942251,12608275,5040908,7567367,600584,255090,345494,64908,35518,29390
24,GUJARAT,Rural,Literate,21420842,12467643,8953199,10637994,5785661,4852333,7816468,4748553,3067915,2966380,1933429,1032951
24,GUJARAT,Rural,Literate but below primary,5538772,2959945,2578827,4810474,2545193,2265281,664042,376221,287821,64256,38531,25725
24,GUJARAT,Rural,Primary but below middle,6296439,3391739,2904700,3333888,1764294,1569594,2541270,1393355,1147915,421281,234090,187191
24,GUJARAT,Rural,Middle but below matric/secondary,3370371,2165852,1204519,984001,616441,367560,1845779,1198555,647224,540591,350856,189735
24,GUJARAT,Rural,Matric/Secondary but below graduate,4188596,2767138,1421458,691186,444722,246464,2107262,1386594,720668,1390148,935822,454326
24,GUJARAT,Rural,Graduate and above,670430,452150,218280,51359,33548,17811,212782,135717,77065,406289,282885,123404
24,GUJARAT,Total,Total,60439692,31491260,28948432,34547351,16431518,18115833,17321770,9878480,7443290,8570571,5181262,3389309
24,GUJARAT,Total,Illiterate,19346334,8016387,11329947,17855345,7377440,10477905,1295968,538152,757816,195021,100795,94226
24,GUJARAT,Total,Literate,41093358,23474873,17618485,16692006,9054078,7637928,16025802,9340328,6685474,8375550,5080467,3295083
24,GUJARAT,Total,Literate but below primary,8462829,4486708,3976121,6685545,3509919,3175626,1529946,837941,692005,247338,138848,108490
24,GUJARAT,Total,Primary but below middle,10557001,5568559,4988442,5137522,2671059,2466463,4544953,2425133,2119820,874526,472367,402159
24,GUJARAT,Total,Middle but below matric/secondary,6453935,4031450,2422485,1854016,1149778,704238,3497776,2196231,1301545,1102143,685441,416702
24,GUJARAT,Total,Matric/Secondary but below graduate,9984720,6193323,3791397,1608349,1006247,602102,4784889,2948310,1836579,3591482,2238766,1352716
24,GUJARAT,Total,Graduate and above,3174158,1891932,1282226,198756,117897,80859,790533,448261,342272,2184869,1325774,859095
24,GUJARAT,Urban,Total,25745083,13692101,12052982,11301082,5604949,5696133,8904718,4874837,4029881,5539283,3212315,2326968
24,GUJARAT,Urban,Illiterate,6072567,2684871,3387696,5247070,2336532,2910538,695384,283062,412322,130113,65277,64836
24,GUJARAT,Urban,Literate,19672516,11007230,8665286,6054012,3268417,2785595,8209334,4591775,3617559,5409170,3147038,2262132
24,GUJARAT,Urban,Literate but below primary,2924057,1526763,1397294,1875071,964726,910345,865904,461720,404184,183082,100317,82765
24,GUJARAT,Urban,Primary but below middle,4260562,2176820,2083742,1803634,906765,896869,2003683,1031778,971905,453245,238277,214968
24,GUJARAT,Urban,Middle but below matric/secondary,3083564,1865598,1217966,870015,533337,336678,1651997,997676,654321,561552,334585,226967
24,GUJARAT,Urban,Matric/Secondary but below graduate,5796124,3426185,2369939,917163,561525,355638,2677627,1561716,1115911,2201334,1302944,898390
24,GUJARAT,Urban,Graduate and above,2503728,1439782,1063946,147397,84349,63048,577751,312544,265207,1778580,1042889,735691
25,DAMAN & DIU,Rural,Total,60396,32395,28001,31597,15607,15990,20990,11797,9193,7809,4991,2818
25,DAMAN & DIU,Rural,Illiterate,17307,6866,10441,16154,6455,9699,1066,362,704,87,49,38
25,DAMAN & DIU,Rural,Literate,43089,25529,17560,15443,9152,6291,19924,11435,8489,7722,4942,2780
25,DAMAN & DIU,Rural,Literate but below primary,7966,4407,3559,5602,3083,2519,2137,1196,941,227,128,99
25,DAMAN & DIU,Rural,Primary but below middle,11437,6564,4873,5071,2938,2133,5587,3172,2415,779,454,325
25,DAMAN & DIU,Rural,Middle but below matric/secondary,8118,4812,3306,2221,1430,791,4717,2631,2086,1180,751,429
25,DAMAN & DIU,Rural,Matric/Secondary but below graduate,12485,7745,4740,1828,1283,545,6387,3764,2623,4270,2698,1572
25,DAMAN & DIU,Rural,Graduate and above,1669,1223,446,137,113,24,481,330,151,1051,780,271
25,DAMAN & DIU,Total,Total,243247,150301,92946,126618,79041,47577,82027,49404,32623,34602,21856,12746
25,DAMAN & DIU,Total,Illiterate,54841,25658,29183,49131,23159,25972,5070,2211,2859,640,288,352
25,DAMAN & DIU,Total,Literate,188406,124643,63763,77487,55882,21605,76957,47193,29764,33962,21568,12394
25,DAMAN & DIU,Total,Literate but below primary,26623,15332,11291,16702,9687,7015,8374,4787,3587,1547,858,689
25,DAMAN & DIU,Total,Primary but below middle,41447,26048,15399,21139,14387,6752,17136,9882,7254,3172,1779,1393
25,DAMAN & DIU,Total,Middle but below matric/secondary,35626,24792,10834,16104,12808,3296,15430,9466,5964,4092,2518,1574
25,DAMAN & DIU,Total,Matric/Secondary but below graduate,64988,45447,19541,18402,15237,3165,29492,18937,10555,17094,11273,5821
25,DAMAN & DIU,Total,Graduate and above,12802,8425,4377,1730,1345,385,4051,2595,1456,7021,4485,2536
25,DAMAN & DIU,Urban,Total,182851,117906,64945,95021,63434,31587,61037,37607,23430,26793,16865,9928
25,DAMAN & DIU,Urban,Illiterate,37534,18792,18742,32977,16704,16273,4004,1849,2155,553,239,314
25,DAMAN & DIU,Urban,Literate,145317,99114,46203,62044,46730,15314,57033,35758,21275,26240,16626,9614
25,DAMAN & DIU,Urban,Literate but below primary,18657,10925,7732,11100,6604,4496,6237,3591,2646,1320,730,590
25,DAMAN & DIU,Urban,Primary but below middle,30010,19484,10526,16068,11449,4619,11549,6710,4839,2393,1325,1068
25,DAMAN & DIU,Urban,Middle but below matric/secondary,27508,19980,7528,13883,11378,2505,10713,6835,3878,2912,1767,1145
25,DAMAN & DIU,Urban,Matric/Secondary but below graduate,52503,37702,14801,16574,13954,2620,23105,15173,7932,12824,8575,4249
25,DAMAN & DIU,Urban,Graduate and above,11133,7202,3931,1593,1232,361,3570,2265,1305,5970,3705,2265
26,DADRA & NAGAR HAVELI,Rural,Total,183114,98305,84809,72782,36996,35786,70674,36412,34262,39658,24897,14761
26,DADRA & NAGAR HAVELI,Rural,Illiterate,83972,34255,49717,50730,20987,29743,26852,9959,16893,6390,3309,3081
26,DADRA & NAGAR HAVELI,Rural,Literate,99142,64050,35092,22052,16009,6043,43822,26453,17369,33268,21588,11680
26,DADRA & NAGAR HAVELI,Rural,Literate but below primary,27374,15424,11950,6464,3670,2794,16367,8889,7478,4543,2865,1678
26,DADRA & NAGAR HAVELI,Rural,Primary but below middle,26687,16288,10399,4617,3173,1444,12019,7017,5002,10051,6098,3953
26,DADRA & NAGAR HAVELI,Rural,Middle but below matric/secondary,16968,11513,5455,3696,3073,623,5785,3699,2086,7487,4741,2746
26,DADRA & NAGAR HAVELI,Rural,Matric/Secondary but below graduate,18679,14200,4479,4692,4108,584,6189,4528,1661,7798,5564,2234
26,DADRA & NAGAR HAVELI,Rural,Graduate and above,3179,2242,937,473,390,83,972,678,294,1734,1174,560
26,DADRA & NAGAR HAVELI,Total,Total,343709,193760,149949,144726,80549,64177,127467,68955,58512,71516,44256,27260
26,DADRA & NAGAR HAVELI,Total,Illiterate,120479,51239,69240,80588,35483,45105,32447,12037,20410,7444,3719,3725
26,DADRA & NAGAR HAVELI,Total,Literate,223230,142521,80709,64138,45066,19072,95020,56918,38102,64072,40537,23535
26,DADRA & NAGAR HAVELI,Total,Literate but below primary,43709,24482,19227,13755,7802,5953,22965,12457,10508,6989,4223,2766
26,DADRA & NAGAR HAVELI,Total,Primary but below middle,48436,28803,19633,13006,8385,4621,21790,12287,9503,13640,8131,5509
26,DADRA & NAGAR HAVELI,Total,Middle but below matric/secondary,37385,24919,12466,11966,9183,2783,14521,8955,5566,10898,6781,4117
26,DADRA & NAGAR HAVELI,Total,Matric/Secondary but below graduate,60876,43072,17804,17717,14144,3573,23823,15803,8020,19336,13125,6211
26,DADRA & NAGAR HAVELI,Total,Graduate and above,19174,12227,6947,2709,2014,695,6507,4067,2440,9958,6146,3812
26,DADRA & NAGAR HAVELI,Urban,Total,160595,95455,65140,71944,43553,28391,56793,32543,24250,31858,19359,12499
26,DADRA & NAGAR HAVELI,Urban,Illiterate,36507,16984,19523,29858,14496,15362,5595,2078,3517,1054,410,644
26,DADRA & NAGAR HAVELI,Urban,Literate,124088,78471,45617,42086,29057,13029,51198,30465,20733,30804,18949,11855
26,DADRA & NAGAR HAVELI,Urban,Literate but below primary,16335,9058,7277,7291,4132,3159,6598,3568,3030,2446,1358,1088
26,DADRA & NAGAR HAVELI,Urban,Primary but below middle,21749,12515,9234,8389,5212,3177,9771,5270,4501,3589,2033,1556
26,DADRA & NAGAR HAVELI,Urban,Middle but below matric/secondary,20417,13406,7011,8270,6110,2160,8736,5256,3480,3411,2040,1371
26,DADRA & NAGAR HAVELI,Urban,Matric/Secondary but below graduate,42197,28872,13325,13025,10036,2989,17634,11275,6359,11538,7561,3977
26,DADRA & NAGAR HAVELI,Urban,Graduate and above,15995,9985,6010,2236,1624,612,5535,3389,2146,8224,4972,3252
27,MAHARASHTRA,Rural,Total,61556074,31539034,30017040,37177406,17358930,19818476,18305693,10388783,7916910,6072975,3791321,2281654
27,MAHARASHTRA,Rural,Illiterate,20073313,8147559,11925754,17242451,6987641,10254810,2481307,989687,1491620,349555,170231,179324
27,MAHARASHTRA,Rural,Literate,41482761,23391475,18091286,19934955,10371289,9563666,15824386,9399096,6425290,5723420,3621090,2102330
27,MAHARASHTRA,Rural,Literate but below primary,9911854,5299069,4612785,7194318,3740506,3453812,2408941,1375105,1033836,308595,183458,125137
27,MAHARASHTRA,Rural,Primary but below middle,9436900,4784289,4652611,5177645,2504893,2672752,3563583,1905160,1658423,695672,374236,321436
27,MAHARASHTRA,Rural,Middle but below matric/secondary,6828364,3917698,2910666,2754120,1500520,1253600,3255372,1936601,1318771,818872,480577,338295
27,MAHARASHTRA,Rural,Matric/Secondary but below graduate,10524811,6593303,3931508,2869068,1711583,1157485,5082259,3232118,1850141,2573484,1649602,923882
27,MAHARASHTRA,Rural,Graduate and above,2007858,1440447,567411,260736,185158,75578,660318,473505,186813,1086804,781784,305020
27,MAHARASHTRA,Total,Total,112374333,58243056,54131277,54954472,26208097,28746375,37695132,20579481,17115651,19724729,11455478,8269251
27,MAHARASHTRA,Total,Illiterate,30820043,12985472,17834571,25438540,10751759,14686781,4508043,1801653,2706390,873460,432060,441400
27,MAHARASHTRA,Total,Literate,81554290,45257584,36296706,29515932,15456338,14059594,33187089,18777828,14409261,18851269,11023418,7827851
27,MAHARASHTRA,Total,Literate but below primary,15335820,8069806,7266014,9769753,5032128,4737625,4650688,2532229,2118459,915379,505449,409930
27,MAHARASHTRA,Total,Primary but below middle,16628201,8346143,8282058,7525748,3661680,3864068,7233413,3708684,3524729,1869040,975779,893261
27,MAHARASHTRA,Total,Middle but below matric/secondary,12592729,7132530,5460199,4213902,2326457,1887445,6348898,3648849,2700049,2029929,1157224,872705
27,MAHARASHTRA,Total,Matric/Secondary but below graduate,23790264,14262044,9528220,4929959,2929844,2000115,11077702,6651245,4426457,7782603,4680955,3101648
27,MAHARASHTRA,Total,Graduate and above,8639081,5167671,3471410,717532,447955,269577,2323527,1402045,921482,5598022,3317671,2280351
27,MAHARASHTRA,Urban,Total,50818259,26704022,24114237,17777066,8849167,8927899,19389439,10190698,9198741,13651754,7664157,5987597
27,MAHARASHTRA,Urban,Illiterate,10746730,4837913,5908817,8196089,3764118,4431971,2026736,811966,1214770,523905,261829,262076
27,MAHARASHTRA,Urban,Literate,40071529,21866109,18205420,9580977,5085049,4495928,17362703,9378732,7983971,13127849,7402328,5725521
27,MAHARASHTRA,Urban,Literate but below primary,5423966,2770737,2653229,2575435,1291622,1283813,2241747,1157124,1084623,606784,321991,284793
